run,seed,degraded1,onset1_s,rate1,fail1_s,recover1_s,degraded2,onset2_s,rate2,fail2_s,recover2_s,degraded3,onset3_s,rate3,fail3_s,recover3_s,t,method,active_provider,accuracy,latency_ms,reliability,utility,failover_event
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,0,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,1,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,2,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,3,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,4,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,5,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,6,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,7,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,8,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,9,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,10,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,11,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,12,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,13,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,14,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,15,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,16,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,17,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,18,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,19,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,20,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,21,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,22,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,23,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,24,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,25,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,26,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,27,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,28,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,29,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,30,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,31,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
4,1238,idt2b,12.176,0.15087,24.727,34.049,idt2a,51.928,0.10869,64.9,73.344,idt2b,90.221,0.1588,99.045,109.82,32,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
