timestamp_ms,timestamp_iso,active_provider,on_fallback,coverage_pct,area_sqm,active_robots,accuracy,latency_ms,reliability,freshness_ms,degraded
1774812429445,2026-03-29T21:27:09+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812432445,2026-03-29T21:27:12+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812435455,2026-03-29T21:27:15+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812880321,2026-03-29T21:34:40+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812883318,2026-03-29T21:34:43+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812886318,2026-03-29T21:34:46+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812889316,2026-03-29T21:34:49+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812892317,2026-03-29T21:34:52+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812894768,2026-03-29T21:34:54+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812897767,2026-03-29T21:34:57+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812900767,2026-03-29T21:35:00+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812903769,2026-03-29T21:35:03+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812906769,2026-03-29T21:35:06+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812909770,2026-03-29T21:35:09+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812912767,2026-03-29T21:35:12+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812915789,2026-03-29T21:35:15+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812918771,2026-03-29T21:35:18+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812921772,2026-03-29T21:35:21+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812924768,2026-03-29T21:35:24+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812927227,2026-03-29T21:35:27+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812930221,2026-03-29T21:35:30+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812933224,2026-03-29T21:35:33+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812936219,2026-03-29T21:35:36+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812939220,2026-03-29T21:35:39+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812942226,2026-03-29T21:35:42+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812945221,2026-03-29T21:35:45+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
